operator,plan_name,plan_code,data_allowance_raw,data_allowance_normalized,qos_raw,qos_speed,voice_allowance,sms_allowance,base_price_text,base_price,benefit_price_text,benefit_price,plan_type,partnership_flag,network_type,product_group,source_url,collected_at
헬로모바일,쿠폰팩 데이터 더주는 유심 일5GB,PDLB000336,일5GB,일5GB,일5GB+4Mbps,4Mbps,무제한,무제한,"월 43,050원",43050,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,쿠폰팩 데이터 더주는 유심 10GB,PDLB000338,10GB,10GB,10GB+2Mbps,2Mbps,무제한,무제한,"월 22,900원",22900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 더주는 유심 7GB,PDLB000314,7GB,7GB,7GB+2Mbps,2Mbps,무제한,무제한,"월 17,400원",17400,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 더주는 유심 11GB,PDLB000317,11GB+일2GB,11GB+일2GB,11GB+일2GB+3Mbps,3Mbps,무제한,무제한,"월 34,930원",34930,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 더주는 유심 15GB 100분,PDLB000318,15GB,15GB,15GB+3Mbps,3Mbps,100분,100건,"월 29,900원",29900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,쿠폰팩 유심 5GB,PDLB000375,5GB,5GB,5GB+2Mbps,2Mbps,무제한,무제한,"월 19,200원",19200,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,쿠폰팩 유심 15GB,PDLB000331,15GB,15GB,15GB+2Mbps,2Mbps,무제한,무제한,"월 23,350원",23350,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,쿠폰팩 데이터 더주는 유심 15GB,PDLB000339,15GB,15GB,15GB+2Mbps,2Mbps,무제한,무제한,"월 24,800원",24800,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 일5GB,PDLB000122,일5GB,일5GB,일5GB+4Mbps,4Mbps,무제한,무제한,"월 38,990원",38990,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,슬림 유심 500MB 50분,PDLB000042,500GB,500GB,,,50분,50건,"월 1,700원",1700,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,슬림 유심 1GB 100분,PDLB000045,1GB,1GB,,,100분,50건,"월 2,700원",2700,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,슬림 유심 2GB 200분,PDLB000049,2GB,2GB,,,200분,150건,"월 3,700원",3700,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,슬림 유심 1GB 50분,PDLB000044,1GB,1GB,,,50분,기본제공,"월 4,450원",4450,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,The 착한 데이터 유심 0GB,PDLB000326,,,,,무제한,무제한,"월 4,900원",4900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,CU 유심 1.5GB 150분,PDLB000061,1.5GB,1.5GB,,,150분,150건,"월 5,900원",5900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,The 착한 데이터 유심 1.3GB,PDLB000037,1.3GB,1.3GB,,,무제한,무제한,"월 6,300원",6300,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,청소년 안심유심 1GB,PDLB000305,1GB,1GB,1GB+2Mbps,2Mbps,무제한,무제한,"월 6,900원",6900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,토이저러스 키즈 유심 100MB,PDLB000109,100GB,100GB,100GB+1Mbps,1Mbps,50분,100건,"월 7,260원",7260,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,청소년 안심유심 1GB 100분,PDLB000306,1GB,1GB,1GB+2Mbps,2Mbps,100분,100건,"월 7,500원",7500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 1GB 100분,PDLB000216,1GB,1GB,1GB+2Mbps,2Mbps,100분,100건,"월 7,900원",7900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,청소년 안심유심 5GB,PDLB000382,5GB,5GB,5GB+2Mbps,2Mbps,무제한,무제한,"월 7,900원",7900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 6GB 200분,PDLB000231,6GB,6GB,,,200분,100건,"월 7,900원",7900,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,The 착한 데이터 유심 2.5GB,PDLB000221,2.5GB,2.5GB,,,무제한,무제한,"월 7,950원",7950,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 통화 맘편히 3GB,PDLB000198,3GB,3GB,,,무제한,무제한,"월 7,990원",7990,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,LTE 유심 복지 3.5GB 150분,PDLB000237,3.5GB,3.5GB,,,150분,100건,"월 8,500원",8500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 유심 3.5GB 150분,PDLB000050,3.5GB,3.5GB,,,150분,100건,"월 8,500원",8500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,슬림 안심 유심 1GB 100분,PDLB000126,1GB,1GB,1GB+1Mbps,1Mbps,100분,50건,"월 8,800원",8800,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,The 착한 데이터 유심 3.6GB,PDLB000038,3.6GB,3.6GB,,,무제한,무제한,"월 8,950원",8950,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 유심 5GB 100분,PDLB000123,5GB,5GB,,,100분,50건,"월 9,500원",9500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 유심 5GB 200분,PDLB000054,5GB,5GB,,,200분,100건,"월 9,900원",9900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 10GB 200분,PDLB000232,10GB,10GB,,,200분,100건,"월 9,900원",9900,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,슬림 안심 유심 2.5GB 200분,PDLB000219,2.5GB,2.5GB,2.5GB+2Mbps,2Mbps,200분,100건,"월 10,500원",10500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 유심 10GB,PDLB000071,10GB,10GB,,,기본제공,기본제공,"월 10,780원",10780,,,유심,false,LTE,LTE USIM 패드 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 통화 맘편히 6GB,PDLB000199,6GB,6GB,,,무제한,무제한,"월 11,950원",11950,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 3GB 200분,PDLB000052,3GB,3GB,3GB+1Mbps,1Mbps,200분,100건,"월 12,500원",12500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,청소년 안심유심 4.5GB,PDLB000304,4.5GB,4.5GB,4.5GB+2Mbps,2Mbps,무제한,무제한,"월 12,900원",12900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,슬림 안심 유심 2.5GB 250분,PDLB000220,2.5GB,2.5GB,2.5GB+2Mbps,2Mbps,250분,250건,"월 13,200원",13200,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,유심 시니어 통화 데이터 넉넉히 2GB,PDLB000175,2GB,2GB,2GB+1Mbps,1Mbps,무제한,무제한,"월 13,200원",13200,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 5GB 100분,PDLB000217,5GB,5GB,5GB+2Mbps,2Mbps,100분,100건,"월 13,500원",13500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,시니어 안심보험 유심 4GB,PDLB000380,4GB,4GB,4GB+2Mbps,2Mbps,무제한,무제한,"월 13,500원",13500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 5GB 200분,PDLB000177,5GB,5GB,5GB+2Mbps,2Mbps,200분,100건,"월 13,900원",13900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 유심 20GB,PDLB000072,20GB,20GB,,,기본제공,기본제공,"월 14,080원",14080,,,유심,false,LTE,LTE USIM 패드 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 5GB,PDLB000213,5GB,5GB,5GB+2Mbps,2Mbps,무제한,무제한,"월 14,400원",14400,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 통화 맘편히 9GB,PDLB000200,9GB,9GB,,,무제한,무제한,"월 14,500원",14500,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 15GB 200분,PDLB000233,15GB,15GB,,,200분,100건,"월 14,900원",14900,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 4.5GB,PDLB000178,4.5GB,4.5GB,4.5GB+2Mbps,2Mbps,무제한,무제한,"월 15,000원",15000,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 6GB 200분,PDLB000218,6GB,6GB,6GB+2Mbps,2Mbps,200분,100건,"월 15,200원",15200,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,토이저러스 키즈 유심 2.5GB,PDLB000108,2.5GB,2.5GB,2.5GB+1Mbps,1Mbps,100분,100건,"월 15,290원",15290,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,안심보험 유심 5GB,PDLB000377,5GB,5GB,5GB+2Mbps,2Mbps,무제한,무제한,"월 15,400원",15400,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,청소년 안심 유심 27,PDLB000068,750GB,750GB,750GB+1Mbps,1Mbps,무제한,무제한,"월 16,500원",16500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G유심 15GB 300분,PDLB000388,15GB,15GB,,,300분,300건,"월 16,900원",16900,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 6GB,PDLB000214,6GB,6GB,6GB+2Mbps,2Mbps,무제한,무제한,"월 16,900원",16900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,The 착한 데이터 유심 9GB 3000분,PDLB000222,9GB,9GB,,,3000분,1000건,"월 16,900원",16900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,안심보험 유심 7GB,PDLB000376,7GB,7GB,7GB+2Mbps,2Mbps,무제한,무제한,"월 17,300원",17300,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,쿠폰팩 유심 4.5GB,PDLB000335,4.5GB,4.5GB,4.5GB+2Mbps,2Mbps,무제한,무제한,"월 17,900원",17900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 10GB 100분,PDLB000215,10GB,10GB,10GB+2Mbps,2Mbps,100분,100건,"월 18,500원",18500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,유심 시니어 통화 데이터 넉넉히 4GB,PDLB000176,4GB,4GB,4GB+1Mbps,1Mbps,무제한,무제한,"월 18,700원",18700,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 10GB 200분,PDLB000174,10GB,10GB,10GB+2Mbps,2Mbps,200분,100건,"월 18,900원",18900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 10GB,PDLB000255,10GB,10GB,10GB+2Mbps,2Mbps,무제한,무제한,"월 18,900원",18900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 라이트 유심 15GB 300분,PDLB000387,15GB,15GB,15GB+2Mbps,2Mbps,300분,300건,"월 19,900원",19900,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 더주는 유심 10GB,PDLB000315,10GB,10GB,10GB+2Mbps,2Mbps,무제한,무제한,"월 20,500원",20500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 15GB,PDLB000293,15GB,15GB,15GB+2Mbps,2Mbps,무제한,무제한,"월 20,950원",20950,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 더주는 유심 15GB,PDLB000316,15GB,15GB,15GB+2Mbps,2Mbps,무제한,무제한,"월 22,400원",22400,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 2.5GB,PDLB000119,2.5GB,2.5GB,2.5GB+1Mbps,1Mbps,무제한,무제한,"월 25,100원",25100,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 15GB 100분,PDLB000060,15GB,15GB,15GB+3Mbps,3Mbps,100분,100건,"월 28,820원",28820,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 15GB 180분,PDLB000301,15GB,15GB,15GB+3Mbps,3Mbps,180분,100건,"월 30,800원",30800,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,보편 안심 유심 15GB 300분,PDLB000302,15GB,15GB,15GB+3Mbps,3Mbps,300분,300건,"월 31,900원",31900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,쿠폰팩 데이터 더주는 유심 15GB 100분,PDLB000341,15GB,15GB,15GB+3Mbps,3Mbps,100분,100건,"월 32,300원",32300,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 라이트 유심 12GB,PDLB000190,12GB,12GB,12GB+2Mbps,2Mbps,무제한,무제한,"월 33,900원",33900,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 라이트 유심 14GB,PDLB000303,14GB,14GB,14GB+2Mbps,2Mbps,무제한,무제한,"월 36,300원",36300,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,DATA 걱정없는 유심 100GB,PDLB000372,100GB,100GB,100GB+4Mbps,4Mbps,무제한,무제한,"월 38,200원",38200,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 중간요금제 50GB,PDLB000267,50GB,50GB,50GB+2Mbps,2Mbps,무제한,무제한,"월 38,500원",38500,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 중간요금제 31GB,PDLB000266,31GB,31GB,31GB+2Mbps,2Mbps,무제한,무제한,"월 39,600원",39600,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,데이터 더주는 유심 일5GB,PDLB000313,일5GB,일5GB,일5GB+4Mbps,4Mbps,무제한,무제한,"월 40,650원",40650,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 중간요금제 80GB,PDLB000268,80GB,80GB,80GB+2Mbps,2Mbps,무제한,무제한,"월 42,680원",42680,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 중간요금제 125GB,PDLB000270,125GB,125GB,125GB+4Mbps,4Mbps,무제한,무제한,"월 43,000원",43000,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 유심 중간요금제 95GB,PDLB000269,95GB,95GB,95GB+3Mbps,3Mbps,무제한,무제한,"월 44,000원",44000,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 스탠다드 유심 150GB,PDLB000191,150GB,150GB,150GB+4Mbps,4Mbps,무제한,무제한,"월 49,900원",49900,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,5G 스페셜 유심 180GB,PDLB000030,180GB,180GB,180GB+5Mbps,5Mbps,무제한,무제한,"월 55,000원",55000,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,사과 5G 스페셜 유심 180GB,PDLB000151,180GB,180GB,180GB+5Mbps,5Mbps,무제한,무제한,"월 60,500원",60500,,,유심,false,5G,5G USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:11.172Z
헬로모바일,LTE USIM 표준,PDB0000074,,,,,기본제공,기본제공,"월 9,790원",9790,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,The 착한 데이터 USIM 15GB,PDB0000089,15GB+일2GB,15GB+일2GB,15GB+일2GB+3Mbps,3Mbps,무제한,무제한,"월 54,890원",54890,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,헬로 패드 USIM 2GB,PDB0000149,2GB,2GB,,,기본제공,기본제공,"월 14,300원",14300,,,유심,false,LTE,LTE USIM 패드 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,CU USIM 10GB 100분,PDB0000194,10GB,10GB,,,100분,100건,"월 20,900원",20900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,데이터 걱정없는 USIM 100GB,PDB0000260,100GB,100GB,100GB+4Mbps,4Mbps,무제한,무제한,"월 41,500원",41500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,착한 페이백 데이터 USIM 2GB,PDB0000132,2GB,2GB,,,무제한,무제한,"월 35,900원",35900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,조건없는 USIM LTE 수다 1.5GB,PDB0000117,1.5GB,1.5GB,,,185분,무제한,"월 25,300원",25300,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,보편 USIM 10GB,PDB0000159,10GB,10GB,,,100분,100건,"월 20,900원",20900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,The 착한 데이터 USIM 6GB,PDB0000087,6GB,6GB,,,무제한,무제한,"월 29,700원",29700,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,데이터 걱정없는 USIM 3GB,PDB0000261,3GB,3GB,3GB+2Mbps,2Mbps,무제한,무제한,"월 25,950원",25950,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,데이터 걱정없는 USIM 7GB,PDB0000279,7GB,7GB,7GB+2Mbps,2Mbps,무제한,무제한,"월 17,500원",17500,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,CU USIM 1.5GB 150분,PDB0000198,1.5GB,1.5GB,,,150분,150건,"월 5,940원",5940,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,CU USIM 2GB 100분,PDB0000273,2GB,2GB,,,100분,100건,"월 6,050원",6050,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,헬로 패드 USIM 1GB,PDB0000148,1GB,1GB,,,기본제공,기본제공,"월 9,900원",9900,,,유심,false,LTE,LTE USIM 패드 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,CU USIM 10GB 300분,PDB0000196,10GB,10GB,,,300분,300건,"월 25,850원",25850,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,헬로 패드 USIM 3GB,PDB0000150,3GB,3GB,,,기본제공,기본제공,"월 16,500원",16500,,,유심,false,LTE,LTE USIM 패드 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,헬로 패드 USIM 6GB,PDB0000151,6GB,6GB,,,기본제공,기본제공,"월 22,000원",22000,,,유심,false,LTE,LTE USIM 패드 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,조건없는 USIM LTE 1GB,PDB0000115,1GB,1GB,,,50분,기본제공,"월 4,950원",4950,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,조건없는 USIM LTE 31,PDB0000027,6GB,6GB,,,350분,350건,"월 34,100원",34100,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,보편 USIM 6GB,PDB0000158,6GB,6GB,,,100분,100건,"월 26,400원",26400,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,조건없는 USIM LTE 500MB,PDB0000114,500GB,500GB,,,50분,기본제공,"월 3,740원",3740,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,헬로 USIM 2GB 200분,PDB0000241,2GB,2GB,,,200분,100건,"월 7,370원",7370,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,헬로 USIM 수다 1.5GB,PDB0000243,1.5GB,1.5GB,,,무제한,무제한,"월 9,130원",9130,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
헬로모바일,슬림 안심 USIM 1GB 100분,PDB0000269,1GB,1GB,1GB+1Mbps,1Mbps,100분,50건,"월 9,900원",9900,,,유심,false,LTE,LTE USIM 요금제,https://direct.lghellovision.net/rate/rateViewUsim.do,2026-05-07T13:22:12.597Z
